gmaps_url,company,rating,category,phone,latitude,longitude,updatedAt
https://www.google.ca/maps/place/%28LPR%29+Local+Pool+Renovations/data=!4m7!3m6!1s0x6ad63d69536c230f:0x6314eb13c3aa432b!8m2!3d-37.9269787!4d145.2289284!16s%2Fg%2F11pcg6kyz0!19sChIJDyNsU2k91moRK0OqwxPrFGM?authuser=0&hl=en&rclk=1,(LPR) Local Pool Renovations,4.1,Swimming pool repair service,61407666999,-37.9269787,145.2289284,12/14/2023 10:09
https://www.google.ca/maps/place/24Seven+Pool+Care/data=!4m7!3m6!1s0x6b939c26f62c649f:0x39c0f42ad3759c38!8m2!3d-26.804404!4d152.8793323!16s%2Fg%2F11bwflsjyq!19sChIJn2Qs9iack2sROJx10yr0wDk?authuser=0&hl=en&rclk=1,24Seven Pool Care,,Swimming pool repair service,61420478247,-26.804404,152.8793323,12/14/2023 10:09
https://www.google.ca/maps/place/ACE+POOLCARE/data=!4m7!3m6!1s0x865a2daad6a7c333:0x9ee89bde2f6df25e!8m2!3d-31.2996093!4d152.3323459!16s%2Fg%2F11v3tx1hjb!19sChIJM8On1qotWoYRXvJtL96b6J4?authuser=0&hl=en&rclk=1,ACE POOLCARE,5,Pool cleaning service,61411087558,-31.2996093,152.3323459,12/14/2023 10:10
https://www.google.ca/maps/place/ADAMSTOWN+POOL+SHOP/data=!4m7!3m6!1s0x6b733e42e8396857:0x3bcbbcf74de52078!8m2!3d-32.9575856!4d151.6967177!16s%2Fg%2F11bz00xp6n!19sChIJV2g56EI-c2sReCDlTfe8yzs?authuser=0&hl=en&rclk=1,ADAMSTOWN POOL SHOP,,Swimming pool contractor,61416293800,-32.9575856,151.6967177,12/14/2023 10:10
https://www.google.ca/maps/place/AUSTRALIA+SPISSO+POOLS+PTY+LTD/data=!4m7!3m6!1s0x2b292f542a988d49:0x185b81e5eba43a7d!8m2!3d-35.000767!4d138.6111598!16s%2Fg%2F11sn3dhj8l!19sChIJSY2YKlQvKSsRfTqk6-WBWxg?authuser=0&hl=en&rclk=1,AUSTRALIA SPISSO POOLS PTY LTD,5,Swimming pool contractor,61414620635,-35.000767,138.6111598,12/14/2023 10:10
https://www.google.ca/maps/place/Absolute+Pools/data=!4m7!3m6!1s0x6b7341189c125555:0xa0bedcda97dd017a!8m2!3d-32.7931434!4d151.6307383!16s%2Fg%2F11k4swh_jb!19sChIJVVUSnBhBc2sRegHdl9rcvqA?authuser=0&hl=en&rclk=1,Absolute Pools,3.7,Swimming pool contractor,61409392463,-32.7931434,151.6307383,12/14/2023 10:11
https://www.google.ca/maps/place/Ace+swimming+pool+%26+spa+service+pty+Ltd/data=!4m7!3m6!1s0x6b91156d0c7d4081:0xd41e21757a66b501!8m2!3d-27.7941014!4d153.265019!16s%2Fg%2F11j2zg91hy!19sChIJgUB9DG0VkWsRAbVmenUhHtQ?authuser=0&hl=en&rclk=1,Ace swimming pool & spa service pty Ltd,5,Pool cleaning service,61411349843,-27.7941014,153.265019,12/14/2023 10:11
https://www.google.ca/maps/place/Adams+Pool+Care/data=!4m7!3m6!1s0x6b911b74667e68a7:0xdcddd600625ec33c!8m2!3d-27.9777925!4d153.36038!16s%2Fg%2F11dflhby12!19sChIJp2h-ZnQbkWsRPMNeYgDW3dw?authuser=0&hl=en&rclk=1,Adams Pool Care,5,Swimming pool repair service,61401539689,-27.9777925,153.36038,12/14/2023 10:11
https://www.google.ca/maps/place/Adelaide+Pool+Safe/data=!4m7!3m6!1s0x2cc786678e1ead1d:0xbb013bc886d40e22!8m2!3d-35.000767!4d138.6111598!16s%2Fg%2F11q7fzqpz2!19sChIJHa0ejmeGxywRIg7Uhsg7Abs?authuser=0&hl=en&rclk=1,Adelaide Pool Safe,5,Swimming pool contractor,61409095379,-35.000767,138.6111598,12/14/2023 10:11
https://www.google.ca/maps/place/Adelaide+Poolscapes/data=!4m7!3m6!1s0xde56ef36e017799:0x3a23141b1f2c720e!8m2!3d-32.0294898!4d135.0021478!16s%2Fg%2F11py_zv8vs!19sChIJmXcBbvNu5Q0RDnIsHxsUIzo?authuser=0&hl=en&rclk=1,Adelaide Poolscapes,,Swimming pool contractor,61422659016,-32.0294898,135.0021478,12/14/2023 10:11
